Hub-Height=100  Timezone=0   ASL-Height(avg. 3km-grid)=0 

 
YYYYMMDD HHMM  M(m/s) D(deg)  T(C)  De(k/m3) PRE(hPa)      RiNumber  RH(%)
20180617 1600    8.3    223   17.7    1.20     998.9          -1.25   62.2
20180617 1700    8.5    222   17.7    1.20     998.9          -0.82   63.4
20180617 1800    8.9    215   17.4    1.20     999.0          -0.46   67.8
20180617 1900    9.3    210   16.9    1.20     998.9          -0.13   72.7
20180617 2000    9.9    210   16.1    1.20     998.9           0.01   79.2
20180617 2100   10.5    213   15.3    1.21     998.9           0.06   85.0
20180617 2200   10.6    221   14.7    1.21     999.1           0.10   88.1
20180617 2300   10.5    226   14.2    1.21     999.3           0.12   89.5
20180618 0000   10.0    225   13.3    1.22     999.6           0.18   91.9
20180618 0100    9.5    225   13.0    1.22     999.8           0.22   91.5
20180618 0200    9.1    225   12.8    1.22    1000.1           0.28   90.9
20180618 0300    9.0    227   12.6    1.22    1000.4           0.31   90.4
20180618 0400    9.0    229   12.3    1.22    1000.7           0.31   90.0
20180618 0500    8.9    232   12.0    1.22    1000.9           0.28   89.5
20180618 0600    8.4    235   12.0    1.22    1001.1           0.12   88.1
20180618 0700    8.8    244   12.6    1.22    1001.4          -0.23   83.5
20180618 0800    9.6    250   13.3    1.22    1001.7          -0.67   77.2
20180618 0900    9.9    251   13.9    1.22    1001.9          -1.08   74.0
20180618 1000   10.0    249   14.6    1.21    1002.1          -0.89   70.9
20180618 1100   10.4    250   15.1    1.21    1002.3          -1.06   67.3
20180618 1200   10.4    249   15.5    1.21    1002.5          -1.14   66.7
20180618 1300   10.6    247   15.8    1.21    1002.4          -1.04   66.1
20180618 1400   10.5    245   16.0    1.21    1002.4          -1.00   65.7
20180618 1500   10.3    241   16.2    1.21    1002.2          -0.89   66.6
20180618 1600   10.2    241   16.5    1.21    1002.1          -0.71   68.2
20180618 1700   10.2    242   16.7    1.21    1002.0          -0.45   69.5
20180618 1800    9.7    240   16.9    1.20    1001.9          -0.23   71.7
20180618 1900    9.4    240   16.9    1.20    1001.8          -0.02   75.1
20180618 2000    9.7    243   16.6    1.21    1002.1           0.08   79.1
20180618 2100   10.0    250   15.9    1.21    1002.7           0.13   81.6
20180618 2200    9.4    256   14.9    1.21    1003.3           0.16   82.7
20180618 2300    8.9    262   14.0    1.22    1004.0           0.20   83.5
20180619 0000    8.9    270   13.0    1.22    1004.7           0.25   83.8
20180619 0100    8.3    278   12.4    1.23    1005.5           0.25   80.8
20180619 0200    7.7    284   11.7    1.23    1006.2           0.23   78.1
20180619 0300    6.6    281   11.3    1.23    1006.7           0.32   77.0
20180619 0400    5.9    275   11.0    1.24    1007.3           0.53   76.7
20180619 0500    5.5    262   10.7    1.24    1007.7           1.04   78.9
20180619 0600    5.8    244   10.5    1.24    1008.2           1.04   83.7
20180619 0700    5.2    247   11.0    1.24    1008.5           0.14   78.7
20180619 0800    5.2    254   11.7    1.23    1008.5          -1.08   72.6
20180619 0900    4.3    250   12.5    1.23    1008.5          -1.04   68.5
20180619 1000    3.6    246   13.6    1.23    1008.4          -0.30   61.7
20180619 1100    2.3    221   14.1    1.22    1008.4           0.22   62.5
20180619 1200    5.1    100   13.1    1.23    1008.4           0.50   68.5
20180619 1300    9.1     98   12.5    1.23    1008.0           0.37   71.2
20180619 1400    9.6    102   13.0    1.23    1007.5           0.57   74.9
20180619 1500    8.9    101   14.1    1.22    1006.9           0.32   74.4
20180619 1600    6.9    102   15.1    1.22    1006.3           0.34   76.9
20180619 1700    2.4    104   16.7    1.21    1005.9           0.26   74.7
20180619 1800    3.7    229   18.2    1.20    1005.5           0.18   72.9
20180619 1900    8.7    226   18.8    1.20    1005.0          -0.46   71.9
20180619 2000    9.8    218   18.4    1.20    1004.6           0.05   76.0
20180619 2100   11.1    219   18.0    1.20    1004.2           0.08   79.9
20180619 2200   11.8    219   17.5    1.20    1003.9           0.08   82.8
20180619 2300   12.1    219   17.0    1.21    1003.6           0.08   85.1
20180620 0000   12.6    220   16.2    1.21    1003.3           0.10   88.3
20180620 0100   13.0    221   16.0    1.21    1002.6           0.10   89.3
20180620 0200   13.4    221   15.8    1.21    1002.2           0.10   90.0
20180620 0300   13.3    220   15.7    1.21    1001.9           0.10   90.5
20180620 0400   13.1    219   15.6    1.21    1001.6           0.09   90.8
20180620 0500   13.1    219   15.6    1.21    1001.2           0.07   90.6
20180620 0600   13.6    221   16.0    1.21    1000.8           0.02   88.7
20180620 0700   13.9    224   16.8    1.20    1000.9          -0.05   85.8
20180620 0800   14.3    230   17.6    1.20    1001.1          -0.13   81.0
20180620 0900   13.7    237   17.9    1.20    1001.5          -0.25   76.1
20180620 1000   12.2    243   18.0    1.20    1001.9          -0.43   72.7
20180620 1100   11.3    253   18.1    1.20    1002.3          -0.66   68.4
20180620 1200   10.2    263   18.1    1.20    1002.8          -1.50   67.0
20180620 1300    8.4    274   18.1    1.20    1003.0          -2.87   66.4
20180620 1400    8.5     16   11.7    1.23    1004.1           0.90   90.0
20180620 1500    4.4     25   11.3    1.23    1004.8           0.01   90.3
20180620 1600    2.6     46   11.2    1.23    1005.2           0.08   89.9
20180620 1700    2.0     60   11.2    1.23    1005.5           0.41   89.2
20180620 1800    1.5     69   11.1    1.23    1005.9           0.36   90.0
20180620 1900    1.0    236   11.2    1.23    1006.1          -0.37   89.1
20180620 2000    1.8    248   11.9    1.23    1006.3           0.33   79.9
20180620 2100    8.5    293   12.7    1.23    1006.5           0.10   63.2
20180620 2200    8.7    283   11.7    1.23    1006.9           0.10   65.3
20180620 2300    9.3    278   10.9    1.24    1007.2           0.10   67.5
20180621 0000   10.0    274   10.2    1.24    1007.5           0.12   69.8
20180621 0100    9.3    274    9.7    1.24    1008.1           0.09   71.1
20180621 0200    8.6    276    9.3    1.24    1008.4           0.06   72.2
20180621 0300    8.5    277    8.8    1.25    1008.6           0.05   74.5
20180621 0400    8.8    284    8.5    1.25    1008.8           0.00   76.6
20180621 0500   10.2    298    8.5    1.25    1009.0          -0.08   76.4
20180621 0600   12.0    311    8.7    1.25    1009.3          -0.28   75.0
20180621 0700   11.5    317    9.2    1.25    1010.3          -0.52   73.5
20180621 0800   10.4    325    9.8    1.25    1011.2          -1.02   69.4
20180621 0900    8.7    325   10.4    1.24    1011.8          -0.56   66.4
20180621 1000    6.4    328   11.2    1.24    1012.3           0.96   65.4
20180621 1100    4.6    358   11.4    1.24    1012.7           0.54   64.8
20180621 1200    3.8     16   11.6    1.24    1013.2           0.30   61.6
20180621 1300    3.1     37   11.9    1.24    1013.5           0.35   58.1
20180621 1400    3.4     43   12.4    1.24    1013.6           0.44   54.3
20180621 1500    3.7     40   12.9    1.24    1013.9           0.31   51.3
20180621 1600    3.3     33   13.2    1.23    1014.2           0.18   50.4
20180621 1700    2.3     17   13.1    1.24    1014.5           0.10   53.5
20180621 1800    2.4    353   13.3    1.24    1014.9           0.19   55.4
20180621 1900    3.1    332   13.5    1.23    1015.1           0.20   55.6
20180621 2000    4.2    317   14.1    1.23    1015.2           0.25   55.4
20180621 2100    5.8    298   14.5    1.23    1015.4           0.14   59.0
20180621 2200    8.6    302   14.0    1.23    1015.8           0.25   60.9
20180621 2300    9.6    304   12.9    1.24    1016.2           0.16   67.7
20180622 0000   10.6    307   11.8    1.24    1016.6           0.19   70.1
20180622 0100   10.3    309   11.1    1.25    1016.8           0.17   72.5
20180622 0200    9.9    310   10.4    1.25    1017.1           0.15   75.0
20180622 0300    9.3    309    9.9    1.25    1017.5           0.13   76.7
20180622 0400    8.7    309    9.6    1.25    1017.8           0.14   77.4
20180622 0500    8.1    310    9.4    1.26    1018.1           0.13   77.9
20180622 0600    7.4    312    9.4    1.26    1018.4           0.10   77.4
20180622 0700    6.7    319    9.9    1.25    1018.7           0.07   74.6
20180622 0800    6.4    328   10.2    1.25    1018.9          -0.17   70.3
20180622 0900    6.1    335   10.4    1.25    1019.0           1.15   59.9
20180622 1000    4.8    345   10.8    1.25    1019.0           0.36   53.7
20180622 1100    4.3     10   11.3    1.25    1018.9           0.64   49.9
20180622 1200    3.8     36   11.6    1.25    1018.8           1.56   50.6
20180622 1300    4.4     58   11.7    1.25    1018.4           1.71   52.0
20180622 1400    5.6     82   11.3    1.25    1018.0           0.63   55.4
20180622 1500    6.7     92   11.3    1.25    1017.6           0.63   53.2
20180622 1600    6.9     93   11.4    1.25    1017.3           1.05   55.2
20180622 1700    7.2     99   11.5    1.25    1017.1           1.36   54.4
20180622 1800    6.9    107   12.0    1.24    1017.0           0.70   55.3
20180622 1900    4.3    131   13.6    1.24    1016.6           0.28   66.5
20180622 2000    1.4    201   15.1    1.23    1016.4           0.26   60.7
20180622 2100    2.6    260   14.8    1.23    1016.4           1.77   58.1
20180622 2200    4.6    260   14.3    1.23    1016.4           1.49   61.3
20180622 2300    6.1    283   14.0    1.23    1016.4           0.61   68.7
20180623 0000    6.6    274   13.2    1.24    1016.5           0.73   69.4
20180623 0100    6.2    266   12.2    1.24    1016.4           0.57   73.2
20180623 0200    6.2    262   11.5    1.24    1016.4           0.37   76.0
20180623 0300    6.2    263   10.8    1.25    1016.3           0.28   77.5
20180623 0400    6.0    266   10.0    1.25    1016.2           0.22   79.7
20180623 0500    5.6    271    9.3    1.25    1016.1           0.21   82.3
20180623 0600    4.8    277    9.1    1.25    1016.0           0.22   83.0
20180623 0700    4.1    286   10.1    1.25    1015.9           0.46   79.7
20180623 0800    3.9    310   11.4    1.24    1016.0           0.43   72.5
20180623 0900    4.0    333   11.9    1.24    1015.9           0.78   69.2
20180623 1000    3.3    358   12.2    1.24    1015.8           0.62   67.3
20180623 1100    2.5     43   12.3    1.24    1015.7           0.68   67.8
20180623 1200    3.2     67   12.4    1.24    1015.5           0.69   67.8
20180623 1300    4.0     72   12.7    1.24    1015.2           0.51   64.6
20180623 1400    6.0     85   11.7    1.24    1014.8           1.28   66.1
20180623 1500    6.8     89   11.4    1.24    1014.6           1.12   66.9
20180623 1600    6.8     94   10.8    1.25    1014.5           1.95   74.2
20180623 1700    6.2     99   10.6    1.25    1014.4           3.16   78.3
20180623 1800    5.4    106   11.3    1.24    1014.3           7.04   69.9
20180623 1900    4.8    112   12.0    1.24    1014.3          38.92   64.8
20180623 2000    3.8    120   12.7    1.24    1014.2           2.60   61.4
20180623 2100    2.7    138   13.2    1.23    1014.1           1.99   63.9
20180623 2200    1.4    190   13.5    1.23    1014.0           0.74   67.0
20180623 2300    2.9    250   13.4    1.23    1014.0           0.55   67.9
20180624 0000    3.8    307   13.0    1.24    1014.0           0.27   69.7
20180624 0100    2.9    279   12.1    1.24    1014.0           0.22   74.9
20180624 0200    3.4    265   11.7    1.24    1013.9           0.17   76.4
20180624 0300    3.5    266   11.3    1.24    1013.9           0.17   77.9
20180624 0400    3.3    271   11.0    1.24    1013.8           0.18   78.5
20180624 0500    3.1    268   10.8    1.24    1013.8           0.21   78.5
20180624 0600    3.2    258   10.9    1.24    1013.7           0.21   76.7
20180624 0700    2.7    252   11.6    1.24    1013.9           0.37   72.7
20180624 0800    1.8    253   12.7    1.24    1013.9           5.01   67.9
20180624 0900    0.9    287   13.7    1.23    1013.8           1.56   63.1
20180624 1000    0.8    310   14.6    1.23    1013.7           0.58   61.2
20180624 1100    1.8     91   14.8    1.23    1013.6           0.83   61.5
20180624 1200    2.6     88   15.2    1.22    1013.5           0.56   60.5
20180624 1300    3.1     93   15.9    1.22    1013.2           0.48   58.3
20180624 1400    3.9     95   16.4    1.22    1013.0           0.34   56.1
20180624 1500    4.9     99   16.6    1.22    1012.8           0.31   59.4
20180624 1600    4.8    100   17.2    1.22    1012.6           0.29   59.1
20180624 1700    4.6    105   18.0    1.21    1012.5           0.29   54.9
20180624 1800    4.3    115   18.7    1.21    1012.4           0.37   50.9
20180624 1900    4.3    123   19.0    1.21    1012.3           0.74   53.8
20180624 2000    3.9    136   19.2    1.21    1012.3           0.88   58.9
20180624 2100    2.6    158   19.5    1.21    1012.3           0.94   58.9
20180624 2200    2.1    240   19.1    1.21    1012.4          11.86   61.6
20180624 2300    2.7    247   18.4    1.21    1012.6          10.71   67.3
20180625 0000    3.7    301   16.3    1.22    1012.7           0.16   83.9
20180625 0100    3.3    299   15.4    1.22    1012.8           0.13   83.5
20180625 0200    2.9    293   14.9    1.23    1013.0           0.13   83.8
20180625 0300    2.9    292   14.3    1.23    1013.1           0.17   83.4
20180625 0400    2.9    285   14.1    1.23    1013.2           0.14   80.5
20180625 0500    3.1    280   13.8    1.23    1013.3           0.15   78.6
20180625 0600    3.4    279   13.7    1.23    1013.3           0.18   76.7
20180625 0700    2.9    282   14.1    1.23    1013.6           0.25   74.1
20180625 0800    2.6    292   15.3    1.23    1013.8           0.56   72.1
20180625 0900    2.4    304   16.9    1.22    1014.0           0.66   65.8
20180625 1000    2.4    339   17.5    1.22    1014.2           0.56   61.1
20180625 1100    2.7     29   17.3    1.22    1014.5           0.79   62.6
20180625 1200    3.8     46   17.1    1.22    1014.8           0.97   55.5
20180625 1300    4.1     70   16.8    1.22    1014.8           2.57   50.4
20180625 1400    4.4     84   16.5    1.22    1014.9           3.40   45.8
20180625 1500    4.7     88   16.2    1.22    1015.0           6.13   44.0
20180625 1600    4.7     91   16.2    1.22    1015.1           8.86   42.5
20180625 1700    4.4     93   16.3    1.22    1015.1          12.45   40.8
20180625 1800    3.9     96   16.3    1.22    1015.2          14.50   40.0
20180625 1900    3.3     97   16.3    1.22    1015.3           7.00   39.3
20180625 2000    2.8     93   16.2    1.22    1015.3           4.85   40.0
20180625 2100    2.8     90   15.7    1.23    1015.4           7.26   43.5
20180625 2200    3.1     89   15.0    1.23    1015.5           9.15   48.4
20180625 2300    3.1     87   14.6    1.23    1015.6          12.22   52.5
20180626 0000    2.1     74   14.8    1.23    1015.7           3.25   61.6
20180626 0100    1.6     59   14.1    1.23    1015.8           2.64   67.9
20180626 0200    1.3     61   13.6    1.23    1015.8           6.93   72.3
20180626 0300    1.1     62   13.3    1.24    1015.8         202.64   76.3
20180626 0400    1.0     57   13.0    1.24    1015.9          48.21   79.3
20180626 0500    1.0     63   13.0    1.24    1015.9          19.97   79.8
20180626 0600    1.2     72   13.1    1.24    1015.9          15.60   79.0
20180626 0700    1.4     73   13.1    1.24    1016.1           6.84   79.3
20180626 0800    2.1     66   13.2    1.24    1016.2           4.06   79.3
20180626 0900    2.8     70   13.4    1.24    1016.3           3.55   78.4
20180626 1000    3.4     79   13.9    1.23    1016.3           5.55   73.9
20180626 1100    4.3     86   14.4    1.23    1016.3          12.94   69.9
20180626 1200    5.4     92   14.7    1.23    1016.3          16.94   68.7
20180626 1300    6.5     96   15.0    1.23    1016.2           7.65   67.2
20180626 1400    7.3    100   15.7    1.23    1016.0           4.17   59.6
20180626 1500    7.7    103   16.8    1.22    1015.8           2.55   46.2
20180626 1600    7.9    106   17.9    1.22    1015.6           2.00   34.7
20180626 1700    7.6    110   18.8    1.21    1015.5           1.95   26.4
20180626 1800    7.2    114   19.3    1.21    1015.4           1.86   28.4
20180626 1900    6.5    120   19.0    1.21    1015.4           2.50   41.1
20180626 2000    5.6    128   18.4    1.21    1015.4           1.62   50.8
20180626 2100    4.9    133   17.9    1.22    1015.4           2.48   51.4
20180626 2200    4.3    137   17.4    1.22    1015.5           2.72   48.6
20180626 2300    3.0    145   16.8    1.22    1015.6           2.27   48.8
20180627 0000    2.2    144   16.5    1.22    1015.7           0.93   61.5
20180627 0100    2.6    154   15.8    1.23    1015.8           1.00   61.8
20180627 0200    1.8    168   15.0    1.23    1016.0           0.82   68.1
20180627 0300    1.0    184   14.5    1.23    1016.1           0.88   73.3
20180627 0400    0.9    239   13.8    1.23    1016.3           1.39   80.5
20180627 0500    1.1    255   13.2    1.24    1016.4           4.43   87.4
20180627 0600    1.0    271   12.8    1.24    1016.5           4.02   92.9
20180627 0700    0.9    323   13.0    1.24    1016.7           7.46   91.2
20180627 0800    1.1     39   13.3    1.24    1016.8           4.74   80.1
20180627 0900    2.6     91   13.4    1.24    1016.8           0.61   77.0
20180627 1000    4.3     93   14.0    1.23    1016.8           0.29   77.6
20180627 1100    6.0     94   14.4    1.23    1016.8           0.44   71.8
20180627 1200    7.3     96   14.9    1.23    1016.8           0.55   62.0
20180627 1300    8.1    100   15.4    1.23    1016.5           0.71   55.8
20180627 1400    8.4    101   15.9    1.23    1016.3           0.85   51.7
20180627 1500    8.4    103   16.3    1.22    1016.1           0.96   48.5
20180627 1600    7.9    105   16.7    1.22    1015.9           0.98   46.2
20180627 1700    7.4    107   16.7    1.22    1015.7           1.05   46.5
20180627 1800    7.0    109   16.5    1.22    1015.5           1.17   48.4
20180627 1900    6.6    111   16.2    1.22    1015.5           1.46   51.5
20180627 2000    6.2    115   15.7    1.23    1015.6           2.61   56.9
20180627 2100    5.9    120   15.1    1.23    1015.6           5.47   62.3
20180627 2200    5.6    120   14.4    1.23    1015.7           3.07   68.9
20180627 2300    5.1    120   13.8    1.23    1015.9           1.54   76.5
20180628 0000    4.9    128   13.8    1.23    1015.9           0.77   78.8
20180628 0100    4.1    133   13.5    1.24    1016.0           0.75   80.1
20180628 0200    3.0    145   13.1    1.24    1016.1           0.60   81.7
20180628 0300    2.4    150   12.9    1.24    1016.2           0.79   81.4
20180628 0400    2.4    148   12.8    1.24    1016.3           2.40   80.8
20180628 0500    1.9    149   12.7    1.24    1016.3           2.27   80.7
20180628 0600    1.5    141   12.5    1.24    1016.4           1.70   83.6
20180628 0700    1.2    114   12.4    1.24    1016.6           4.23   87.5
20180628 0800    1.9     83   12.5    1.24    1016.5           4.57   89.1
20180628 0900    2.5     78   12.5    1.24    1016.5           2.11   90.5
20180628 1000    2.8     79   12.6    1.24    1016.4           4.43   88.0
20180628 1100    3.3     78   13.0    1.24    1016.3           7.10   82.8
20180628 1200    3.7     80   13.4    1.24    1016.1           7.38   76.0
20180628 1300    4.2     83   13.7    1.23    1015.7           5.82   71.2
20180628 1400    4.8     87   13.8    1.23    1015.4           4.22   69.3
20180628 1500    5.2     88   13.8    1.23    1015.0           3.42   68.8
20180628 1600    5.5     89   13.6    1.23    1014.8           3.56   70.8
20180628 1700    5.2     90   13.4    1.23    1014.5           4.80   72.2
20180628 1800    4.6     88   13.4    1.23    1014.3           6.17   72.5
20180628 1900    3.9     86   13.3    1.23    1014.4          12.38   74.4
20180628 2000    3.2     80   13.1    1.24    1014.5         132.52   77.7
20180628 2100    2.8     75   12.9    1.24    1014.5          49.97   81.5
20180628 2200    2.4     67   12.7    1.24    1014.7          11.57   84.7
20180628 2300    2.2     54   12.7    1.24    1014.8           4.52   86.0
20180629 0000    3.4     68   13.9    1.23    1014.8           7.97   77.3
20180629 0100    3.0     57   13.7    1.23    1014.6           4.07   79.8
20180629 0200    2.8     42   13.6    1.23    1014.6           2.39   82.5
20180629 0300    3.1     25   13.5    1.23    1014.6           1.34   83.2
20180629 0400    4.3     15   13.5    1.23    1014.5           1.02   82.2
20180629 0500    5.6     11   13.2    1.23    1014.3           0.87   80.4
20180629 0600    6.0     10   13.1    1.23    1014.2           1.21   77.2
20180629 0700    5.8     10   12.8    1.24    1014.3           0.47   82.6
20180629 0800    5.8     10   12.6    1.24    1014.2           0.40   87.8
20180629 0900    5.9     10   12.5    1.24    1014.1           0.31   91.7
20180629 1000    5.8     13   12.4    1.24    1014.0           0.30   95.3
20180629 1100    5.5     17   12.4    1.24    1014.0           0.27   97.3
20180629 1200    5.3     24   12.4    1.24    1013.9           0.24   97.1
20180629 1300    5.8     32   12.5    1.24    1013.6           0.25   96.4
20180629 1400    6.4     39   12.5    1.24    1013.3           0.23   95.6
20180629 1500    6.3     40   12.4    1.24    1013.0           0.11   95.5
20180629 1600    5.8     40   12.3    1.24    1012.7           0.10   94.9
20180629 1700    5.3     40   12.3    1.24    1012.4           0.10   94.4
20180629 1800    5.1     36   12.3    1.24    1012.1           0.19   93.4
20180629 1900    5.1     34   12.3    1.24    1012.0           0.19   92.2
20180629 2000    5.0     31   12.3    1.24    1011.8           0.22   91.9
20180629 2100    5.1     26   12.3    1.24    1011.6           0.21   91.7
20180629 2200    5.5     22   12.3    1.24    1011.4           0.24   90.7
20180629 2300    5.7     21   12.2    1.24    1011.2           0.24   91.2
20180630 0000    5.7     20   12.4    1.23    1010.9           0.05   91.5
20180630 0100    5.8     19   12.5    1.23    1010.6           0.04   91.8
20180630 0200    5.9     17   12.4    1.23    1010.3           0.05   92.7
20180630 0300    6.1     16   12.4    1.23    1010.1           0.10   93.6
20180630 0400    6.4     16   12.4    1.23    1009.9           0.19   93.1
20180630 0500    6.2     18   12.4    1.23    1009.7           0.18   93.9
20180630 0600    5.6     20   12.5    1.23    1009.5           0.17   95.0
20180630 0700    5.3     25   12.6    1.23    1009.5           0.19   95.7
20180630 0800    5.4     31   12.7    1.23    1009.4           0.20   95.9
20180630 0900    5.6     40   12.8    1.23    1009.3           0.16   95.7
20180630 1000    5.8     54   12.8    1.23    1009.1           0.22   94.8
20180630 1100    5.6     66   12.9    1.23    1009.0           0.39   93.6
20180630 1200    5.9     74   13.1    1.23    1008.8           0.60   91.5
20180630 1300    6.4     79   13.2    1.23    1008.5           0.49   90.1
20180630 1400    6.5     84   13.3    1.23    1008.1           0.50   90.1
20180630 1500    6.9     89   13.4    1.23    1007.8           0.57   87.7
20180630 1600    7.0     91   13.5    1.23    1007.4           0.58   87.0
20180630 1700    7.1     94   13.5    1.22    1007.1           0.49   87.1
20180630 1800    7.4     96   13.6    1.22    1006.8           0.44   87.0
20180630 1900    7.6    101   13.8    1.22    1006.6           0.40   87.4
20180630 2000    7.4    106   13.8    1.22    1006.6           0.57   89.2
20180630 2100    6.7    109   13.7    1.22    1006.6           0.50   91.6
20180630 2200    6.3    110   13.5    1.22    1006.6           0.52   94.2
20180630 2300    6.0    110   13.4    1.22    1006.7           0.41   95.9
